relation_id,source_entity,target_entity,relation_type,confidence,attributes,source_file,content_hash,create_time
R_95e11337,三旋轮二道次错距旋压,二道次进给比1mm/r,参数控制关系,0.9,"{""direction"": ""工艺控制参数"", ""strength"": ""中"", ""context"": ""工艺中控制该参数""}",基于有限元的强力旋压锡青铜滑动轴承变形均匀性_魏悦.pdf,95e11337664c023a60276a9420b81cb1,2025-07-26T11:29:57.673868
R_212333a0,三旋轮二道次错距旋压,道次分配比5:5,参数控制关系,0.9,"{""direction"": ""工艺控制参数"", ""strength"": ""中"", ""context"": ""工艺中控制该参数""}",基于有限元的强力旋压锡青铜滑动轴承变形均匀性_魏悦.pdf,212333a0e002ea2f7d596606a9de5e0b,2025-07-26T11:29:57.673868
R_26da3044,Simufact有限元软件,三旋轮二道次错距旋压,工艺使用关系,0.9,"{""direction"": ""工具支持工艺"", ""strength"": ""中"", ""context"": ""软件用于工艺仿真""}",基于有限元的强力旋压锡青铜滑动轴承变形均匀性_魏悦.pdf,26da3044a333d1d87d3f600d0b89b1a0,2025-07-26T11:29:57.673868
R_32a4c01e,正交试验法,三旋轮二道次错距旋压,工艺使用关系,0.9,"{""direction"": ""方法优化工艺"", ""strength"": ""中"", ""context"": ""用于优化工艺参数""}",基于有限元的强力旋压锡青铜滑动轴承变形均匀性_魏悦.pdf,32a4c01e8a3eddaa7125986eea777359,2025-07-26T11:29:57.673868
R_27c6168e,等效应变,锡青铜滑动轴承,质量控制关系,0.85,"{""direction"": ""指标评价产品"", ""strength"": ""中"", ""context"": ""用于评价轴承质量""}",基于有限元的强力旋压锡青铜滑动轴承变形均匀性_魏悦.pdf,27c6168ee27526d927156a97fc79fec5,2025-07-26T11:29:57.673868
R_e6f99304,芯模转速600r/min,三旋轮二道次错距旋压,参数控制关系,0.9,"{""direction"": ""设备参数支持工艺"", ""strength"": ""中"", ""context"": ""设备参数设置""}",基于有限元的强力旋压锡青铜滑动轴承变形均匀性_魏悦.pdf,e6f99304a0a88fdda6e9e5a75881904f,2025-07-26T11:29:57.673868
R_7b5d7c44,摩擦因数0.2,三旋轮二道次错距旋压,参数控制关系,0.85,"{""direction"": ""工艺控制参数"", ""strength"": ""中"", ""context"": ""工艺中摩擦条件设置""}",基于有限元的强力旋压锡青铜滑动轴承变形均匀性_魏悦.pdf,7b5d7c44432e1b9c483e41d649d4fd99,2025-07-26T11:29:57.673868
R_df9b65c3,杨木粉末滑动轴承,温压成形技术,工艺加工关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""杨木粉末通过温压成形技术制成滑动轴承""}",木质材料成形制备的滑动轴承应用可行性分析_张浩然.pdf,df9b65c311e43e6c8ce92f0ee04bea9e,2025-07-26T11:31:02.644585
R_ae31812e,杨木粉末滑动轴承,纳米级碳化粉末颗粒,工艺使用关系,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""添加纳米级碳化粉末颗粒以减小摩擦力""}",木质材料成形制备的滑动轴承应用可行性分析_张浩然.pdf,ae31812e2a80a1373d8de82f27eefbf4,2025-07-26T11:31:02.644585
R_b08dd9db,杨木粉末滑动轴承,固体润滑,产品特征关系,0.85,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""采用固体润滑方式作用在摩擦副中""}",木质材料成形制备的滑动轴承应用可行性分析_张浩然.pdf,b08dd9db3156e387974c0c815ac8b216,2025-07-26T11:31:02.644585
R_4f7414ed,竹塑滑动轴承,自润滑,产品特征关系,0.9,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""具有自润滑特性""}",木质材料成形制备的滑动轴承应用可行性分析_张浩然.pdf,4f7414ed37840da4efe11b8f724d1baa,2025-07-26T11:31:02.644585
R_750cb502,竹塑滑动轴承,高强度,产品特征关系,0.85,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""具有高强度特性""}",木质材料成形制备的滑动轴承应用可行性分析_张浩然.pdf,750cb502bb5041ce2b4709b76feadba7,2025-07-26T11:31:02.644585
R_7da5222b,竹塑滑动轴承,耐磨损,产品特征关系,0.85,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""具有耐磨损特性""}",木质材料成形制备的滑动轴承应用可行性分析_张浩然.pdf,7da5222b1410a2f6ceddfa35e6aa4772,2025-07-26T11:31:02.644585
R_196f5787,竹塑滑动轴承,塑性韧性好,产品特征关系,0.8,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""具有塑性韧性好的特性""}",木质材料成形制备的滑动轴承应用可行性分析_张浩然.pdf,196f57873efd4be675e49f1e123dd4c0,2025-07-26T11:31:02.644585
R_4ca524a5,杨木粉末,500～600 元/m3,材料属性关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""杨木原木价格为500～600 元/m3""}",木质材料成形制备的滑动轴承应用可行性分析_张浩然.pdf,4ca524a513d3ce838892eb440829098c,2025-07-26T11:31:02.644585
R_ee3dd499,湿材,1.168 t/m3,材料属性关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""湿材密度为1.168 t/m3""}",木质材料成形制备的滑动轴承应用可行性分析_张浩然.pdf,ee3dd49974834ae4e3ef645725669935,2025-07-26T11:31:02.644585
R_5ab8ce14,聚四氟乙烯,滑动轴承,工艺使用关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""聚四氟乙烯在滑动轴承中的应用""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,5ab8ce14ccd6810b79f08b4d3d24537a,2025-07-26T11:32:58.064501
R_1a59d6eb,氧化铝颗粒,聚四氟乙烯,工艺使用关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""以聚四氟乙烯和40 nm 氧化铝颗粒作为原料""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,1a59d6ebf7dd6f23bae3b421d280688a,2025-07-26T11:32:58.064501
R_72e41f55,模压成型,聚四氟乙烯,工艺加工关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""采用模压成型的方法制备了一种氧化铝颗粒质量分数为0 ～20% 的聚四氟乙烯固体润滑材料""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,72e41f55170d35bd51d7b1c514b6d514,2025-07-26T11:32:58.064501
R_b01163b1,6.4 MPa,模压成型,参数控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""在接触压力6．4 MPa、行程长度50 mm、滑动速率50 mm/s 的试验条件下在往复式摩擦磨损试验机上进行试验""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,b01163b194346a9bc06f300125d1700f,2025-07-26T11:32:58.064501
R_2cbd710a,50 mm/s,模压成型,参数控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""在接触压力6．4 MPa、行程长度50 mm、滑动速率50 mm/s 的试验条件下在往复式摩擦磨损试验机上进行试验""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,2cbd710a6f8c175df1b7d40f05c0fec7,2025-07-26T11:32:58.064501
R_75514b1d,纳米蒙脱石,聚四氟乙烯,工艺使用关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""以PTFE 为润滑基体，在其中加入10% 的纳米蒙脱石后进行混料""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,75514b1d0f24b4e1a767ce03e7b1631e,2025-07-26T11:32:58.064501
R_83b9b212,铅粉,聚四氟乙烯,工艺使用关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""用铅粉、石墨、玻璃纤维填充PTFE 制成铜基镶嵌型关节轴承材料""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,83b9b21215322580c4624cf2ecf4f826,2025-07-26T11:32:58.064501
R_26779e2b,石墨,聚四氟乙烯,工艺使用关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""用铅粉、石墨、玻璃纤维填充PTFE 制成铜基镶嵌型关节轴承材料""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,26779e2bd10c544cba58b90fc3ded8f6,2025-07-26T11:32:58.064501
R_c9e83078,玻璃纤维,聚四氟乙烯,工艺使用关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""用铅粉、石墨、玻璃纤维填充PTFE 制成铜基镶嵌型关节轴承材料""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,c9e830787d1f388f4bf5a4952c703ccd,2025-07-26T11:32:58.064501
R_dbe19587,二硫化钼,聚四氟乙烯,工艺使用关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""填料为石墨、二硫化钼和中性氧化铝粉末""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,dbe195879ed96d24d8da9b403fc23775,2025-07-26T11:32:58.064501
R_1a3a6f52,0.087,聚四氟乙烯,质量控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""稳态后摩擦温度为51℃，摩擦因数为0．087，磨损率为0．38 × 10^-3mm^3 /Nm""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,1a3a6f52a7a7cae82c622eeba3b9ebf6,2025-07-26T11:32:58.064501
R_290323ca,0.38 × 10^-3 mm^3/Nm,聚四氟乙烯,质量控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""稳态后摩擦温度为51℃，摩擦因数为0．087，磨损率为0．38 × 10^-3mm^3 /Nm""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,290323cac9c83b11113fb53f925d32da,2025-07-26T11:32:58.064501
R_e2adde97,90 MPa,聚四氟乙烯,质量控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""这种新型轴承的压强可达到90 MPa，摩擦因数低于0．15""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,e2adde971e4cb181beec3dca88bafcdc,2025-07-26T11:32:58.064501
R_43574597,0.15,聚四氟乙烯,质量控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""这种新型轴承的压强可达到90 MPa，摩擦因数低于0．15""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,43574597bfcb78fa55f9882680ff1a39,2025-07-26T11:32:58.064501
R_e18051b9,50年,聚四氟乙烯,质量控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""无铅PTFE镶嵌轴承用于水利工程预计具有长达50 年的安全使用寿命""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,e18051b9793c708ce9385e7969d9867f,2025-07-26T11:32:58.064501
R_c8e49daa,25～30 m/s,聚四氟乙烯,质量控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""采用铜基－PTFE 材料制备的润滑轴承在25 ～30 m/s 高线速率、102 ～105 ℃高温运行时能满足无变形、少磨损的性能要求""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,c8e49daac5baf5cba9e68579f001a234,2025-07-26T11:32:58.064501
R_507b4bb7,102～105 ℃,聚四氟乙烯,质量控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""采用铜基－PTFE 材料制备的润滑轴承在25 ～30 m/s 高线速率、102 ～105 ℃高温运行时能满足无变形、少磨损的性能要求""}",聚四氟乙烯在滑动轴承中的应用_黄彧.pdf,507b4bb70542179c8a36df2de73b7ae7,2025-07-26T11:32:58.064501
R_cfa18780,HM50 激光烧蚀设备,凹槽织构加工,设备-工序执行,0.98,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""用于加工轴颈表面凹槽织构""}",钻头滑动轴承表面织构的激光加工工艺研究_何霞.pdf,cfa187807e2c365b5054e29678939c33,2025-07-26T11:33:44.786427
R_4ef1ff63,20 CrNiMo,钻头滑动轴承,材料-零件使用,0.97,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""轴颈材料""}",钻头滑动轴承表面织构的激光加工工艺研究_何霞.pdf,4ef1ff63c5a20648e0ab71d25ca75766,2025-07-26T11:33:44.786427
R_6a966480,35 W,激光功率,工序-参数控制,0.99,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""最优加工参数""}",钻头滑动轴承表面织构的激光加工工艺研究_何霞.pdf,6a966480ce66cdeaa678111f55104514,2025-07-26T11:33:44.786427
R_ec98cdf5,100 mm/s,扫描速度,工序-参数控制,0.99,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""最优加工参数""}",钻头滑动轴承表面织构的激光加工工艺研究_何霞.pdf,ec98cdf5492433718e316f611d3cae78,2025-07-26T11:33:44.786427
R_871e0a9f,渗碳淬火,20 CrNiMo,工艺-材料处理,0.96,"{""direction"": ""正向"", ""strength"": ""中"", ""context"": ""表面热处理工艺""}",钻头滑动轴承表面织构的激光加工工艺研究_何霞.pdf,871e0a9f7604d3ad36dc8581f54b16c1,2025-07-26T11:33:44.786427
R_4e292ba0,非接触式三维光学轮廓仪,凹槽几何尺寸测量,检测-特征验证,0.95,"{""direction"": ""正向"", ""strength"": ""中"", ""context"": ""加工质量检测""}",钻头滑动轴承表面织构的激光加工工艺研究_何霞.pdf,4e292ba02e03c400d904bc8030af4a2c,2025-07-26T11:33:44.786427
R_4666ab24,强力旋压,滑动轴承,工艺加工关系,1.0,"{""direction"": ""工艺→产品"", ""strength"": ""直接"", ""context"": ""主要加工方法""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,4666ab24fb2eb756095b44715692b43f,2025-07-26T11:36:18.639178
R_d4ac399d,锡青铜QSn7-0.2,滑动轴承,材料使用关系,1.0,"{""direction"": ""材料→产品"", ""strength"": ""直接"", ""context"": ""原材料""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,d4ac399d6d1272aa6ab2ee9c986685f3,2025-07-26T11:36:18.639178
R_755600be,减薄率,壁厚偏差,参数控制关系,0.9,"{""direction"": ""参数→质量"", ""strength"": ""显著影响"", ""context"": ""首要影响因素""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,755600be0d9a51192af88cc30123fe4d,2025-07-26T11:36:18.639178
R_483fcace,进给比,内圆度误差,参数控制关系,0.8,"{""direction"": ""参数→质量"", ""strength"": ""显著影响"", ""context"": ""次要影响因素""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,483fcace9bbfe343a26376c276c37ea7,2025-07-26T11:36:18.639178
R_c615aa4f,主轴转速,直线度误差,参数控制关系,0.85,"{""direction"": ""参数→质量"", ""strength"": ""显著影响"", ""context"": ""次要影响因素""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,c615aa4fd93499bbadc7580be75b9c57,2025-07-26T11:36:18.639178
R_3b84cd43,simufact.forming,强力旋压,设备执行关系,1.0,"{""direction"": ""设备→工艺"", ""strength"": ""直接"", ""context"": ""仿真平台""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,3b84cd438e5bb4318856a8f66b273489,2025-07-26T11:36:18.639178
R_8165119a,三旋轮错距旋压,强力旋压,工艺包含关系,1.0,"{""direction"": ""子工艺→主工艺"", ""strength"": ""直接"", ""context"": ""具体工艺形式""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,8165119af7d92172c8c73ead40431f0e,2025-07-26T11:36:18.639178
R_a389e402,强力旋压,滑动轴承,工序-零件加工,0.9,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""轴承制造核心工艺""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,a389e40262b81bf0db8307050e707613,2025-07-26T11:36:18.639178
R_b21b28cc,QSn7-0.2锡青铜,连杆小头衬套,材料使用,0.95,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""主要衬套材料""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,b21b28cc07c11b9604f418a0c37714c5,2025-07-26T11:36:18.639178
R_ee1728a2,Simufact,强力旋压,设备-工序执行,0.85,"{""direction"": ""正向"", ""strength"": ""中"", ""context"": ""工艺参数优化""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,ee1728a2071f853cd041364e208c204b,2025-07-26T11:36:18.639178
R_de9150b2,四旋轮强力旋压机,强力旋压,设备-工序执行,0.9,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""筒形件成形""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,de9150b2841242c396636565c6c8fa18,2025-07-26T11:36:18.649512
R_342b937d,残余应力,强力旋压,缺陷-工艺关联,0.8,"{""direction"": ""反向"", ""strength"": ""中"", ""context"": ""工艺改进方向""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,342b937d6909aa83308202b4f6dc80cc,2025-07-26T11:36:18.649512
R_121f8285,TA15钛合金,热旋压,材料-工艺适配,0.85,"{""direction"": ""双向"", ""strength"": ""强"", ""context"": ""高温成形应用""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,121f8285c459a0ba021697fe12fd9553,2025-07-26T11:36:18.649512
R_2df2e21d,显微组织,强力旋压,性能-工艺影响,0.85,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""工艺参数调控目标""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,2df2e21d4ca4f0a9981796ccf4cb9b48,2025-07-26T11:36:18.649607
R_60960687,表面粗糙度,车削加工,指标-工步关联,0.8,"{""direction"": ""正向"", ""strength"": ""中"", ""context"": ""精加工质量控制""}",基于Simufact滑动轴承强力旋压成形仿真研究_李姝.pdf,609606875a478f7f0d7608a83b7ff19b,2025-07-26T11:36:18.649607
R_295eeebf,二道次错距旋压,滑动轴承,工序-零件加工,1.0,"{""direction"": ""正向"", ""strength"": ""主要加工关系"", ""context"": ""核心成形工艺""}",基于Taguchi方法的滑动轴承二道次旋压工艺参数优化_贾岩峰.pdf,295eeebf1addc42319c2e8b3298dd016,2025-07-26T11:37:08.623796
R_5573a798,减薄率,内外轴线直线度误差,参数控制关系,0.9,"{""direction"": ""影响"", ""strength"": ""强相关"", ""context"": ""首要影响因素""}",基于Taguchi方法的滑动轴承二道次旋压工艺参数优化_贾岩峰.pdf,5573a798ef7737dd19abfd45f529831a,2025-07-26T11:37:08.623796
R_11f9a430,Simufact软件,旋压工艺模拟,设备-工序执行,1.0,"{""direction"": ""工具-应用"", ""strength"": ""专用关系"", ""context"": ""数值仿真验证""}",基于Taguchi方法的滑动轴承二道次旋压工艺参数优化_贾岩峰.pdf,11f9a430937c352e7f114399ef7b33d1,2025-07-26T11:37:08.623796
R_42404d82,QSｎ7-0.2锡青铜,滑动轴承,材料-产品应用,1.0,"{""direction"": ""构成"", ""strength"": ""直接关系"", ""context"": ""基体材料""}",基于Taguchi方法的滑动轴承二道次旋压工艺参数优化_贾岩峰.pdf,42404d82a5bc142b40de97e46084bd5a,2025-07-26T11:37:08.623796
R_f5223204,三坐标测量仪,内外轴线直线度误差,检测-质量验证,1.0,"{""direction"": ""测量"", ""strength"": ""直接验证"", ""context"": ""最终精度检测""}",基于Taguchi方法的滑动轴承二道次旋压工艺参数优化_贾岩峰.pdf,f52232049cd31aaeda983db6391fbf97,2025-07-26T11:37:08.623796
R_531679a0,Taguchi方法,工艺参数优化,方法-应用,1.0,"{""direction"": ""优化"", ""strength"": ""方法论级"", ""context"": ""参数组合优化""}",基于Taguchi方法的滑动轴承二道次旋压工艺参数优化_贾岩峰.pdf,531679a0157d0fad52c194612795a302,2025-07-26T11:37:08.623796
R_872c1d1d,轴瓦,油腔,零件-特征包含,0.9,"{""direction"": ""包含"", ""strength"": ""强"", ""context"": ""轴瓦结构特征""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,872c1d1d0be5e30ff737d6f72d5f63d1,2025-07-26T11:38:20.384996
R_20d28e6b,CFD仿真,FLUENT,工序-设备使用,0.85,"{""direction"": ""使用"", ""strength"": ""中"", ""context"": ""性能分析工具""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,20d28e6b1353d230d7ea4ecb2bb717d8,2025-07-26T11:38:20.384996
R_334b380e,滑动轴承,30000rpm,产品-参数控制,0.8,"{""direction"": ""控制"", ""strength"": ""中"", ""context"": ""转速性能指标""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,334b380ee8e8a3dda134dab4f9cade8c,2025-07-26T11:38:20.384996
R_f9f04852,轴瓦,巴氏合金,零件-材料使用,0.75,"{""direction"": ""使用"", ""strength"": ""中"", ""context"": ""材料选择""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,f9f048526569e5cb6fde9cd88beea75d,2025-07-26T11:38:20.384996
R_62e857a4,油腔,Ra0.2μm,特征-质量控制,0.8,"{""direction"": ""要求"", ""strength"": ""中"", ""context"": ""表面精度要求""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,62e857a426346165bf524a996ea92123,2025-07-26T11:38:20.384996
R_0cb8d7ec,六腔轴承,油膜,产品-零件包含,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""六腔轴承包含润滑油膜结构""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,0cb8d7ecd4bc7e3695333c4e23f1e597,2025-07-26T11:38:20.384996
R_196a1774,网格划分,ICEM CFD,工序-设备使用,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""使用ICEM CFD进行油膜网格划分""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,196a1774892f5537e6bb1b8f7e8a146d,2025-07-26T11:38:20.384996
R_f08ff75f,油膜,润滑油,工序-材料使用,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""油膜使用润滑油作为介质""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,f08ff75fe00f6c8662e3fd42c3e3f82d,2025-07-26T11:38:20.384996
R_34f751ac,结构化网格划分,油膜,工序-零件加工,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""对油膜进行结构化网格划分""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,34f751ac3ad10ee35a5425172bf82e10,2025-07-26T11:38:20.384996
R_4adf35c9,SIMPLE算法,油膜压力,工艺-参数控制,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""使用SIMPLE算法计算油膜压力""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,4adf35c972bd430b12b41052862b85d2,2025-07-26T11:38:20.384996
R_f90c041a,六腔轴承,四腔轴承,质量控制关系,0.85,"{""direction"": ""双向"", ""strength"": ""中"", ""context"": ""六腔轴承在油膜承载力和温升方面优于四腔轴承""}",基于TRIZ的一种轴颈倾斜径向动静压滑动轴承油腔结构设计_张玉环.pdf,f90c041a259dbf90c4696cba9f374890,2025-07-26T11:38:20.384996
R_28af0138,凹槽型织构化钻头滑动轴承,转速,参数控制关系,0.96,"{""direction"": ""双向"", ""strength"": ""强"", ""context"": ""转速影响轴承润滑性能""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,28af01389fadef9f914f1a0a67c628f1,2025-07-26T11:49:03.348295
R_6e94e4ee,凹槽型织构化钻头滑动轴承,织构深度,参数控制关系,0.95,"{""direction"": ""双向"", ""strength"": ""强"", ""context"": ""织构深度影响摩擦系数""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,6e94e4ee828cfad7d87194fcc46d260c,2025-07-26T11:49:03.348295
R_4d648db4,20CrNiMo,凹槽型织构化钻头滑动轴承,材料使用关系,0.97,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""用作轴颈材料""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,4d648db4df14c8a4ad93d36665c37822,2025-07-26T11:49:03.348295
R_346fa1a0,铍青铜,凹槽型织构化钻头滑动轴承,材料使用关系,0.96,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""用作轴套材料""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,346fa1a09f0a238e50c933bd2692360f,2025-07-26T11:49:03.348295
R_92ba3ca7,激光打标机,凹槽型织构化钻头滑动轴承,设备-工序执行,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""用于加工表面织构""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,92ba3ca731b25789c53a1318888b3882,2025-07-26T11:49:03.348295
R_e208c11d,UMT-2型摩擦磨损试验机,凹槽型织构化钻头滑动轴承,质量控制关系,0.96,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""用于摩擦性能测试""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,e208c11d32ac188b1a7c1ba0e538dfa3,2025-07-26T11:49:03.348295
R_989ee69a,凹槽型织构,滑动轴承,工艺加工关系,0.9,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""表面处理工艺""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,989ee69aad2202735d2b7879537d2fd8,2025-07-26T11:49:03.348295
R_d5da2c63,激光打标机,凹槽型织构,工艺使用关系,0.85,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""加工设备与工艺""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,d5da2c634999bc45efcd7f9d68f68286,2025-07-26T11:49:03.348295
R_938c7d2f,UMT摩擦磨损试验机,滑动轴承,质量控制关系,0.9,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""性能测试""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,938c7d2f10728dd456a6b2a090522bfd,2025-07-26T11:49:03.348295
R_63fd0bf2,20μm,凹槽型织构,参数控制关系,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""织构深度参数""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,63fd0bf2d59ed6465c20da2989b8739d,2025-07-26T11:49:03.348295
R_c0a13a90,200N,滑动轴承,参数控制关系,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""载荷条件""}",凹槽型织构对牙轮钻头滑动轴承表面摩擦学性能的影响_李梦媛.pdf,c0a13a90534d87256fad0df48eab4bbf,2025-07-26T11:49:03.348295
R_9fab2e61,如下图2.13 所示，与式（2.72）相对应。当𝑐,1时，𝑓,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",强力旋压锡青铜滑动轴承材料的摩擦磨损特性研究_杨锋.pdf,9fab2e61586cff67f3e7a736167ca0e4,2025-07-26T11:49:30.883966
R_2bb4b899,这一理论；当𝑐,0时，式（2.72）会变为,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",强力旋压锡青铜滑动轴承材料的摩擦磨损特性研究_杨锋.pdf,2bb4b899f509731949f745bc3415a7cb,2025-07-26T11:49:30.883966
R_bf3fb34d,法向载荷；𝑎,1。,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",强力旋压锡青铜滑动轴承材料的摩擦磨损特性研究_杨锋.pdf,bf3fb34dcc5532ac9ac9757e02abcbd7,2025-07-26T11:49:30.883966
